"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"HBNC","Horizon Bancorp (IN)","23.11","275930788.57","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc",
"HLI","Houlihan Lokey, Inc.","25.69","1678172635.16","n/a","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/hli",
"HBMD","Howard Bancorp, Inc.","11.822","82223156.734","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd",
"HSBC","HSBC Holdings plc","32.74","128898014697.64","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsbc",
"HSEA","HSBC Holdings plc","26.94","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea",
"HSEB","HSBC Holdings plc","25.85","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb",
"HPP","Hudson Pacific Properties, Inc.","27.58","2479997681.84","n/a","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp",
"HBAN","Huntington Bancshares Incorporated","9.82","7807146904.26","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban",
"HBANP","Huntington Bancshares Incorporated","1353.3327","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp",
"HDRA","Hydra Industries Acquisition Corp.","9.81","98100000","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdra",
"HDRAR","Hydra Industries Acquisition Corp.","0.2001","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrar",
"HDRAU","Hydra Industries Acquisition Corp.","10.12","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrau",
"HDRAW","Hydra Industries Acquisition Corp.","0.15","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdraw",
"IBKC","IBERIABANK Corporation","52.07","2148425591.38","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc",
"IBKCP","IBERIABANK Corporation","25.76","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkcp",
"IBN","ICICI Bank Limited","6.56","19049194119.52","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ibn",
"IROQ","IF Bancorp, Inc.","19.05","76467862.05","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IHC","Independence Holding Company","16.32","281736370.56","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ihc",
"INDB","Independent Bank Corp.","46.99","1235581186.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","14.7","314015431.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","31.15","575181012","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"IPCC","Infinity Property and Casualty Corporation","76.57","847719869.75","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"IND","ING Group, N.V.","26.26","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ind",
"ING","ING Group, N.V.","13.2","51086419890","n/a","1997","Finance","Life Insurance","http://www.nasdaq.com/symbol/ing",
"INZ","ING Group, N.V.","26.2142","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/inz",
"ISF","ING Group, N.V.","25.29","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","25.44","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/isg",
"ISP","ING Group, N.V.","25.48","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/isp",
"IFMI","Institutional Financial Markets, Inc.","0.88","11776873.68","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ifmi",
"IBKR","Interactive Brokers Group, Inc.","39.05","15894362917.95","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ICE","Intercontinental Exchange Inc.","235.99","28056307379.04","n/a","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ice",
"IBOC","International Bancshares Corporation","24.93","1643721581.61","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"IILG","Interval Leisure Group, Inc.","14.1","810617586.9","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg",
"INTL","INTL FCStone Inc.","26.94","513963448.26","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"INTLL","INTL FCStone Inc.","25.45","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intll",
"IVZ","Invesco Plc","30","12492489360","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ivz",
"ISTR","Investar Holding Corporation","14.8","107511062.8","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr",
"ITG","Investment Technology Group, Inc.","20.95","686963153.8","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/itg",
"ISBC","Investors Bancorp, Inc.","11.715","3842686130.415","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","87.88","171648709.96","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"ITUB","Itau Unibanco Banco Holding SA","8.96","53312799267.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/itub",
"JPM","J P Morgan Chase & Co","59.34","217793518987.98","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm",
"JPM^A","J P Morgan Chase & Co","25.18","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^a",
"JPM^H","J P Morgan Chase & Co","25.65","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^h",
"JGW","J.G. Wentworth Company (The)","1.08","26968414.32","n/a","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jgw",
"JXSB","Jacksonville Bancorp Inc.","25","44753075","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb",
"JAXB","Jacksonville Bancorp, Inc.","16.45","95353971.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jaxb",
"JRVR","James River Group Holdings, Ltd.","31.21","897895689.27","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/jrvr",
"JNS","Janus Capital Group, Inc","14.15","2630444078.2","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/jns",
"JSYNU","Jensyn Acquistion Corp.","9.9801","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynu",
"JTPY","JetPay Corporation","2.15","29869928.5","n/a","2011","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy",
"WYIG","JM Global Holding Company","9.47","62146875","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyig",
"WYIGU","JM Global Holding Company","9.77","64115625","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigu",
"WYIGW","JM Global Holding Company","0.15","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigw",
"JMP","JMP Group LLC","5.14","109177814.8","n/a","2007","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmp",
"JMPB","JMP Group LLC","23.0616","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpb",
"JMPC","JMP Group LLC","22.4267","0","n/a","2014","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpc",
"JLL","Jones Lang LaSalle Incorporated","116.99","5274512868.4","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/jll",
"KB","KB Financial Group Inc","27.47","10613081006.71","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/kb",
"KCG","KCG Holdings, Inc.","11.31","1027837531.5","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/kcg",
"KRNY","Kearny Financial","11.9","1112984294.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny",
"KMPA","Kemper Corporation","26.21","0","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpa",
"KMPR","Kemper Corporation","29.18","1497669481.9","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpr",
"KW","Kennedy-Wilson Holdings Inc.","21.97","2513569069.44","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/kw",
"KWN","Kennedy-Wilson Holdings Inc.","26.38","0","n/a","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/kwn",
"KFFB","Kentucky First Federal Bancorp","8.9","75111683.5","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KEY","KeyCorp","11.22","9375501395.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/key",
"KINS","Kingstone Companies, Inc","7.85","57580613.5","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins",
"KFS","Kingsway Financial Services, Inc.","4.26","92281700.46","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kfs",
"KKR","KKR & Co. L.P.","14.15","6356908272.2","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/kkr",
"KFH","KKR Financial Holdings LLC","26.21","0","n/a","2011","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kfh",
"KFI","KKR Financial Holdings LLC","26.3478","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kfi",
"LADR","Ladder Capital Corp","11.02","1211229248.2","n/a","2014","Finance","Real Estate","http://www.nasdaq.com/symbol/ladr",
"LTS","Ladenburg Thalmann Financial Services Inc","2.55","467211430.95","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lts",
"LSBK","Lake Shore Bancorp, Inc.","13.11","78381464.94","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbk",
"LSBG","Lake Sunapee Bank Group","14.56","121723347.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbg",
"LBAI","Lakeland Bancorp, Inc.","10.3","390436754.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","44.88","749353909.92","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lkfn",
"LARK","Landmark Bancorp Inc.","24.58","86232612.94","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lark",
"LPSB","LaPorte Bancorp, Inc.","15.2","84656050.4","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/lpsb",
"LAZ","Lazard Ltd.","39.22","5089426089.02","n/a","2005","Finance","Investment Managers","http://www.nasdaq.com/symbol/laz",
"LCNB","LCNB Corporation","16.325","161678490.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lcnb",
"LTXB","LegacyTexas Financial Group, Inc.","20.09","957204644.34","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ltxb",
"LM","Legg Mason, Inc.","33.23","3579140096.54","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/lm",
"CVB","Lehman ABS Corporation","10.46","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cvb",
"JBK","Lehman ABS Corporation","23.3","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbk",
"XKE","Lehman ABS Corporation","5.6713","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/xke",
"KCC","Lehman ABS Corporation","30.253","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kcc",
"KTH","Lehman ABS Corporation","32.16","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kth",
"KTN","Lehman ABS Corporation","30.6499","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktn",
"KTP","Lehman ABS Corporation","19.48","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktp",
"LEJU","Leju Holdings Limited","5.04","678793268.16","n/a","2014","Finance","Real Estate","http://www.nasdaq.com/symbol/leju",
"TREE","LendingTree, Inc.","86.02","1021585906.88","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tree",
"LNC","Lincoln National Corporation","40.06","9652731130.58","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/lnc",
"LOB","Live Oak Bancshares, Inc.","13.21","451397734.31","n/a","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/lob",
"LYG","Lloyds Banking Group Plc","4.13","73776932741.26","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/lyg",
"LMFA","LM Funding America, Inc.","8.79","0","n/a","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.57","0","n/a","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfaw",
"L","Loews Corporation","37.72","12787015121.6","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/l",
"LPLA","LPL Financial Holdings Inc.","22.42","1994020809.92","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lpla",
"MBTF","M B T Financial Corp","7.94","180753512.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbtf",
"MTB","M&T Bank Corporation","111.32","17710439592.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mtb",
"MCBC","Macatawa Bank Corporation","6.27","212710458.51","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","10.4525","64989673.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"BMA","Macro Bank Inc.","67.68","3956322519.36","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bma",
"MGYR","Magyar Bancorp, Inc.","9.6","55867142.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","13.12","969075225.92","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhld",
"MHLDO","Maiden Holdings, Ltd.","48.358","159581400","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhldo",
"MHNA","Maiden Holdings, Ltd.","25.35","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhna",
"MHNB","Maiden Holdings, Ltd.","25.986","0","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhnb",
"MHNC","Maiden Holdings, Ltd.","26.8456","0","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhnc",
"MSFG","MainSource Financial Group, Inc.","21.5","463919668.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msfg",
"MLVF","Malvern Bancorp, Inc.","16.2","106283550.6","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/mlvf",
"MN","Manning & Napier, Inc.","7.39","109195600.7","n/a","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/mn",
"MFC","Manulife Financial Corp","14.26","28119900377.98","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mfc",
"MMI","Marcus & Millichap, Inc.","24.95","926085966.3","n/a","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/mmi",
"MKL","Markel Corporation","891.52","12436929554.56","n/a","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mkl",
"MKTX","MarketAxess Holdings, Inc.","124.93","4687687798.95","n/a","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mktx",
"MRKT","Markit Ltd.","28.99","5938104321.5","n/a","2014","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mrkt",
"MRLN","Marlin Business Services Corp.","13.99","174766745.38","n/a","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/mrln",
"VAC","Marriot Vacations Worldwide Corporation","68.04","1962793969.92","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/vac",
"MMC","Marsh & McLennan Companies, Inc.","58.74","30616878972.9","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/mmc",
"MLP","Maui Land & Pineapple Company, Inc.","5.41","102265419.35","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mlp",
"MBFI","MB Financial Inc.","32.96","2428548568.32","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfi",
"MBFIP","MB Financial Inc.","26.7386","106954400","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfip",
"MBI","MBIA, Inc.","9.14","1248531778.14","n/a","1987","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mbi",
"MHFI","McGraw Hill Financial, Inc.","95.13","25237989000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mhfi",
"TAXI","Medallion Financial Corp.","8.68","211327437.72","n/a","1996","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/taxi",
"MDLY","Medley Management Inc.","5.93","174004897.29","n/a","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdly",
"MELR","Melrose Bancorp, Inc.","15.198","43003941.642","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/melr",
"MBWM","Mercantile Bank Corporation","22.99","373184784.17","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/mbwm",
"MBVT","Merchants Bancshares, Inc.","29.73","188487724.32","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbvt",
"MCY","Mercury General Corporation","54.2","2989913840.4","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mcy",
"EBSB","Meridian Bancorp, Inc.","13.95","768096583.65","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebsb",
"IPB","Merrill Lynch & Co., Inc.","26.6569","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ipb",
"PIY","Merrill Lynch Depositor, Inc.","26.101","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/piy",
"CASH","Meta Financial Group, Inc.","43.82","372261679.72","n/a","1993","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cash",
"MET","MetLife, Inc.","44.25","48527508776.25","n/a","2000","Finance","Life Insurance","http://www.nasdaq.com/symbol/met",
"MTG","MGIC Investment Corporation","7.53","2560264524.57","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mtg",
"MPB","Mid Penn Bancorp","15.01","63428057.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mpb",
"MBRG","Middleburg Financial Corporation","20.68","148124966.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbrg",
"MBCN","Middlefield Banc Corp.","31.65","59284817.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbcn",
"MSL","MidSouth Bancorp","8.37","95101187.13","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msl",
"MOFG","MidWestOne Financial Group, Inc.","26.94","307790442.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mofg",
"MTU","Mitsubishi UFJ Financial Group Inc","4.9","67564174657.7","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mtu",
"MFG","Mizuho Financial Group, Inc.","3.21","39910696063.29","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfg",
"MMAC","MMA Capital Management, LLC","14.31","93761681.49","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mmac",
"MC","Moelis & Company","27","1392174216","n/a","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mc",
"MNRK","Monarch Financial Holdings, Inc.","15.99","208569274.68","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mnrk",
"MCO","Moody&#39;s Corporation","94.5","18418050000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mco",
"MS","Morgan Stanley","26","50922790074","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ms",
"MSK","Morgan Stanley","25.81","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/msk",
"MWG","Morgan Stanley","25.89","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mwg",
"MWO","Morgan Stanley","25.66","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mwo",
"MWR","Morgan Stanley","25.63","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mwr",
"MORN","Morningstar, Inc.","81.54","3498994414.44","n/a","2005","Finance","Investment Managers","http://www.nasdaq.com/symbol/morn",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","17.5","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjv",
"MSBF","MSB Financial Corp.","12.7","75613691.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/msbf",
"MFSF","MutualFirst Financial Inc.","25.62","189461462.82","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfsf",
"NTP","Nam Tai Property Inc.","6.09","259545580.98","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/ntp",
"NDAQ","Nasdaq, Inc.","65.98","10813307081.02","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ndaq",
"NBHC","National Bank Holdings Corporation","20.17","594283131.55","n/a","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/nbhc",
"NKSH","National Bankshares, Inc.","33.08","230103619.92","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nksh",
"NCOM","National Commerce Corporation","23.13","249287507.1","n/a","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/ncom",
"NGHC","National General Holdings Corp","20.88","2203977980.88","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghc",
"NGHCO","National General Holdings Corp","25.45","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghco",
"NGHCP","National General Holdings Corp","25.2292","55504240","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghcp",
"NGHCZ","National General Holdings Corp","23.9","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghcz",
"NHLD","National Holdings Corporation","2.49","30975687.15","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/nhld",
"NATL","National Interstate Corporation","29.99","596858100.96","n/a","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/natl",
"NPBC","National Penn Bancshares, Inc.","11.7","1646292749.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/npbc",
"NSEC","National Security Group, Inc.","15.3","38440102.5","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/nsec",
"NWLI","National Western Life Group, Inc.","231.2","840681579.2","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/nwli",
"NSM","Nationstar Mortgage Holdings Inc.","12.71","1374210042.51","n/a","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nsm",
"NW^C","Natl Westminster Pfd","25.45","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nw^c",
"NAVI","Navient Corporation","11.97","4103519729.4","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/navi",
"NBTB","NBT Bancorp Inc.","27.16","1171306396.96","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nbtb",
"NNI","Nelnet, Inc.","40.25","1739045444.5","n/a","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nni",
"UEPS","Net 1 UEPS Technologies, Inc.","9.34","438654351.56","n/a","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ueps",
"NYCB","New York Community Bancorp, Inc.","15.88","7723361736.96","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/nycb",
"NYMTP","New York Mortgage Trust, Inc.","19.55","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nymtp",
"NEWS","NewStar Financial, Inc.","8.01","379426058.46","n/a","2006","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/news",
"NICK","Nicholas Financial, Inc.","10.48","81214560.88","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/nick",
"NCBS","Nicolet Bankshares Inc.","32.75","137354973.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ncbs",
"NMIH","NMI Holdings Inc","5.1","300018561.9","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nmih",
"NOAH","Noah Holdings Ltd.","28.43","1595224471.72","n/a","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/noah",
"NMR","Nomura Holdings Inc ADR","4.7","16948942910.2","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/nmr",
"NBN","Northeast Bancorp","10.36","98543584.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nbn",
"NTRS","Northern Trust Corporation","65.71","15046549219.31","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ntrs",
"NTRSP","Northern Trust Corporation","26.56","424960000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ntrsp",
"NFBK","Northfield Bancorp, Inc.","16.29","742263526.26","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nfbk",
"NRIM","Northrim BanCorp Inc","24.49","168072812.84","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nrim",
"NSAM","NorthStar Asset Management Group, Inc.","11.37","2208114784.02","n/a","2014","Finance","Real Estate","http://www.nasdaq.com/symbol/nsam",
"NWBI","Northwest Bancshares, Inc.","13.28","1351574483.36","n/a","2009","Finance","Major Banks","http://www.nasdaq.com/symbol/nwbi",
"NWFL","Norwood Financial Corp.","26.8","98750469.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nwfl",
"OVLY","Oak Valley Bancorp (CA)","9.6065","77602796.0075","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ovly",
"OAK","Oaktree Capital Group, LLC","49.49","7614556837.86","n/a","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/oak",
"OSHC","Ocean Shore Holding Co.","17.05","109177816.55","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/oshc",
"OCFC","OceanFirst Financial Corp.","17.41","300845792.37","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ocfc",
"OZM","Och-Ziff Capital Management Group LLC","4.33","2071933101.7","n/a","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/ozm",
